date,social_source,message,impressions,reach,saved,likes,comments,shares,plays,profile_visits
2021-04-15T14:37:57+0000,insta_post,"Movement can be so healing! Being playful with your body is such an important part of the human experience! 

So turn up the music 🎶, take off your shoes and play in new ways! 💃🕺
I promise you wont regret it 😍

#dancingart #transformingartintolove #finearts #lifestyle #interiordesign #culture #artist #decrotivearts #3Dart #uniqueart #glass #painting #artoftheday #gift #artist #instaart #israeliart #familystudio #artlover #artistlife #createeveryday #homedecor #acrylics #specialgift #customizedgift #familyart #studio #popularculture #newproducts",686,649,5,52,0,0,,0
2021-04-12T11:00:49+0000,insta_post,"Enjoy exploring our Petite Collection — classic, playful, meaningful, romantic! we have something for everyone. 

🎁 free personalization, shipping and card (making it the perfect gift!) 
 
#transformingartintolove #finearts #lifestyle #interiordesign #culture #artist #decrotivearts #3Dart #uniqueart #glass #painting #artoftheday #gift #artist #instaart #israeliart #familystudio #artlover #artistlife #createeveryday #homedecor #acrylics #specialgift #customizedgift #familyart #studio #popularculture #newproducts",122,119,5,83,7,0,,3
2021-04-11T06:52:02+0000,insta_post,"Happy Sunday! 🔊
Nothing like starting off the work with some classics 🕶🎶

""The Beatles"" from our Petite Collection
Discover our wide collection if 3D paintings on glass!

✈ free shipping worldwide 
The perfect 🎁 for yourself or someone else you love ❤

#transformingartintolove #finearts #lifestyle #interiordesign #culture #artist #decrotivearts #3Dart #uniqueart #glass #painting #artoftheday #gift #artist #instaart #israeliart #familystudio #artlover #artistlife #createeveryday #homedecor #acrylics #specialgift #customizedgift #familyart #studio #popularculture #newproducts",651,620,4,78,2,0,,0
2021-04-08T07:27:00+0000,insta_post,"This piece from out Petite Collection is called ""Shape of Hearts"". 
Whatever game it is you play in your life, keep your heart in the center of it. ❤

🎁 free personalizations and shipping ✈

If you have questions or comments, we are always here for you 💫

#transformingartintolove #finearts #lifestyle #interiordesign #culture #artist #decrotivearts #3Dart #uniqueart #glass #painting #artoftheday #gift #artist #instaart #israeliart #familystudio #artlover #artistlife #createeveryday #homedecor #acrylics #specialgift #customizedgift #familyart #studio #popularculture #newproducts",633,603,9,106,0,0,,1
2021-03-31T10:11:27+0000,insta_post,"Spring is here! 
Go outside and enjoy the frssh air, notice the changing smells and sounds outside 💫💫💫

#transformingartintolove #finearts #lifestyle #interiordesign #culture #artist #decrotivearts #3Dart #uniqueart #glass #painting #artoftheday #gift #artist #instaart #israeliart #familystudio #artlover #artistlife #createeveryday #homedecor #acrylics #specialgift #customizedgift #familyart #studio #popularculture #newproducts",149,137,4,71,0,0,,1
2021-03-24T13:07:47+0000,insta_post,"Playing is an art, and an essential part of living for every human who at some point was a child. 

🎁 3D paintings on glass to remind you of what is important and beautiful in life!

🔥 free shipping worldwide 

#innerchild #transformingartintolove #finearts #lifestyle #interiordesign #culture #artist #decrotivearts #3Dart #uniqueart #glass #painting #artoftheday #gift #artist #instaart #israeliart #familystudio #artlover #artistlife #createeveryday #homedecor #acrylics #specialgift #customizedgift #familyart #studio #popularculture #newproducts",164,162,9,118,9,0,,0
2021-03-22T16:21:43+0000,insta_post,"A quite moment in the morning. 

#transformingartintolove #finearts #lifestyle #interiordesign #culture #artist #decrotivearts #3Dart #uniqueart #glass #painting #artoftheday #gift #artist #instaart #israeliart #familystudio #artlover #artistlife #createeveryday #homedecor #acrylics #specialgift #customizedgift #familyart #studio #popularculture #newproducts",185,181,4,47,1,0,,0
2021-03-20T17:49:08+0000,insta_post,"To help you start off your week 💪.. 
Let the feeling of beauty and peace wash over you as you enter the 3D world of spring time in Venice. 

🌟 free shipping worldwide🌟
👩‍🎨 we are always here for you! 

#transformingartintolove #finearts #lifestyle #interiordesign #culture #artist #decrotivearts #3Dart #uniqueart #glass #painting #artoftheday #gift #artist #instaart #israeliart #familystudio #artlover #artistlife #createeveryday #homedecor #acrylics #specialgift #customizedgift #familyart #studio #popularculture #newproducts",197,189,24,170,12,2,,0
2021-03-18T11:51:17+0000,insta_post,"Welcome to the world of 3D paintings on glass!

Free 
🌟shipping
🌟personalization 
🎁 and obviously the packaging is always beautiful! We put love into every detail ;)

#transformingartintolove #finearts #lifestyle #interiordesign #culture #artist #decrotivearts #3Dart #uniqueart #glass #painting #artoftheday #gift #artist #instaart #israeliart #familystudio #artlover #artistlife #createeveryday #homedecor #acrylics #specialgift #customizedgift #familyart #studio #popularculture #newproducts",757,704,26,235,4,3,,1
2021-03-14T16:58:27+0000,insta_post,"What is the feeling the space you work in? 

Home or office, to work in a beautiful space increases our creativity, ability to learn and emotional wellbeing!

#decorateyouroffice #transformingartintolove #finearts #lifestyle #interiordesign #culture #artist #decrotivearts #3Dart #uniqueart #glass #painting #artoftheday #gift #artist #instaart #israeliart #familystudio #artlover #artistlife #createeveryday #homedecor #acrylics #specialgift #customizedgift #familyart #studio #popularculture #newproducts",716,683,5,77,1,0,,0
2021-03-10T13:17:13+0000,insta_post,"Sometimes we can get transported to a memory, or even across the world to another city, just by looking at a beautiful painting. 

Detail from ""Cafe Des Fleurs""
25"" x 21"" x 2.5""
3 layers of glass and a lithograph. 

🌟free shipping worldwide🌟

#transformingartintolove #finearts #lifestyle #interiordesign #culture #artist #decrotivearts #3Dart #uniqueart #glass #painting #artoftheday #gift #artist #instaart #israeliart #familystudio #artlover #artistlife #createeveryday #homedecor #acrylics #specialgift #customizedgift #familyart #studio #popularculture",212,201,16,202,16,1,,0
2021-03-09T09:23:54+0000,insta_post,"A thank you gift for amazing medical staff! 

💪🥼🙏

#transformingartintolove #finearts #lifestyle #interiordesign #culture #artist #decrotivearts #3Dart #uniqueart #glass #painting #artoftheday #gift #artist #instaart #israeliart #familystudio #artlover #artistlife #createeveryday #homedecor #acrylics #specialgift #customizedgift #familyart #studio",799,749,6,72,0,3,,6
2021-03-02T08:43:34+0000,insta_post,"Got the 🎶 going and painting up a 10th Man from our Grand Collection this morning ☀️🖌🎨

#transformingartintolove #finearts #lifestyle #interiordesign #culture #artist #decrotivearts #3Dart #uniqueart #glass #painting #artoftheday #gift #artist #instaart #israeliart #familystudio #artlover #artistlife #createeveryday #homedecor #acrylics #specialgift #customizedgift #familyart #studio #popularculture",825,753,71,257,12,19,,19
2021-02-23T11:38:56+0000,insta_post,"Another story we just recieved that touched our ❤ about friendship. 

""My friend called first thing this morning. She was almost in tears. She was so delighted with our gift. I cant thank you enough. Due to age and circumstances, she has had to give away many art treasures, but I felt this would fit in with her downsized situation.""

- K.S. (Texas) 
She gifted ""Elephant"" from our Mini Collection

#friendship #transformingartintolove #finearts #lifestyle #interiordesign #culture #artist #decrotivearts #3Dart #uniqueart #glass #painting #artoftheday #gift #artist #instaart #israeliart #familystudio #artlover #artistlife #createeveryday #homedecor #acrylics #specialgift #customizedgift #familyart #studio #popularculture",203,194,4,73,0,0,,1
2021-02-21T11:50:18+0000,insta_post,"A love poem from mother to daughter ❤❤❤

All the time we get beautiful personal stories from our customers! This is a poem a mom wrote to her daughter to go with this ""air balloon"" Mini for as birthday present 🥳
It made us smile :) 

Up, Up & Away 
Today is your day
You are now sixteen 
So you are a queen 
You can have it your way 
And  just for today 
It's all about you!!
Then too..
Write up sixteen rules 
to use as tools 
For when you grow old 
You will always be bold 
Loved by all, but not told 
You cannot accomplish 
You're greatest wish 
To be you! 
Hooray! Hooray! 

#motheranddaughter #transformingartintolove #finearts #lifestyle #interiordesign #culture #artist #decrotivearts #3Dart #uniqueart #glass #painting #artoftheday #gift #artist #instaart #israeliart #familystudio #artlover #artistlife #createeveryday #homedecor #acrylics #specialgift #customizedgift #familyart #studio #popularculture #newproducts",199,187,19,77,3,3,,3
2021-02-16T15:09:59+0000,insta_post,"In the studio working on a Cranes painting! 😍
Getting those black lines thin! 🎨🖌

#transformingartintolove #finearts #lifestyle #interiordesign #culture #artist #decrotivearts #3Dart #uniqueart #glass #painting #artoftheday #gift #artist #instaart #israeliart #familystudio #artlover #artistlife #createeveryday #homedecor #acrylics #specialgift #customizedgift #familyart #studio #popularculture #newproducts",813,770,12,80,5,0,,0
2021-02-12T09:15:52+0000,insta_post,"W O W ! 

We love getting to see what it's like when our customers receive our paintings! 

It was his birthday present 🥳
Thank you for sending us this @mayuri444 ! This was special for us to watch 😍

💫 free shipping worldwide 
💫 free personalizations! 

#transformingartintolove #finearts #lifestyle #interiordesign #culture #artist #decrotivearts #3Dart #uniqueart #glass #painting #artoftheday #gift #artist #instaart #israeliart #familystudio #artlover #artistlife #createeveryday #homedecor #acrylics #specialgift #customizedgift #familyart #studio #popularculture #newproducts",690,661,9,92,2,2,,1
2021-02-11T12:20:37+0000,insta_post,"V A L E N T I N E S  D A Y SHIPPING OUT!
❤❤❤

#transformingartintolove #finearts #lifestyle #valentinesday #interiordesign #culture #artist #decrotivearts #3Dart #uniqueart #glass #painting #artoftheday #gift #artist #instaart #israeliart #familystudio #artlover #artistlife #createeveryday #homedecor #acrylics #specialgift #customizedgift #familyart #studio #popularculture #newproducts",703,668,2,50,0,0,,1
2021-02-10T13:20:36+0000,insta_post,"🔊 on :)
We love putting a special name or date INSIDE the paint just for you! 

It makes it even more personal, an extra expression of ❤! 
(For free!) 

#love #personalart #transformingartintolove #finearts #lifestyle #interiordesign #culture #artist #decrotivearts #3Dart #uniqueart #glass #painting #artoftheday #gift #artist #instaart #israeliart #familystudio #artlover #artistlife #createeveryday #homedecor #acrylics #specialgift #customizedgift #familyart #studio #popularculture #newproducts",707,672,23,107,1,1,,0
2021-02-07T14:54:28+0000,insta_post,"Our valentine's SALE is still happening! 
(But not for long) 

❤❤Buy 2, get 20% off EVERYTHING! ❤❤

 3D paintings on glass is a unique and personal gift!

We can put a personal name or date INSIDE the painting (for free!), just send us a note when you purchase! 

🔥Free shipping worldwide🔥

#love #artgift #home #finearts #entrepreneurs #lifestyle #interiordesign #israel #culture #artist #decrotivearts #crafts #3Dart #uniqueart #glass #painting #artoftheday #gallery #art #valentinesgift #artist #contemporaryart #painting #artwork #valentines #instaart #israeliart #familystudio #artlover #iloveart#createeveryday #homedecor",149,143,6,54,0,0,,0
2021-02-02T12:04:22+0000,insta_post,"A beautiful detail from Promenade, one of our Limited Collection paintings! 
A couple dancing in a private clearing of lush forest 🌳🌳🌳 💃🕺🌳🌳🌳

Valentines day is coming! 

We have a SALE going on now so that you can buy something for yourself and someone else you ❤!

20% off everything when you buy 2 paintings! 

#dance #artsale #love #valentines #artgift #finearts #entrepreneurs #lifestyle #interiordesign #israel #culture #artist #handcrafts #decrotivearts #crafts #3Dart #uniqueart #glass #painting #artoftheday #gallery #art #gift #contemporaryart #painting #artwork #instaart #israeliart #familystudio #iloveart #homedecor",155,151,6,60,0,0,,0
